FIELD_PERSONNEL_ID,WELL_TEST_ID,YIELD_TESTER_COY,APEGA_OVERSEER_COY,LEAD_SAMPLER_COY,CREATE_TIMESTAMP,CREATE_USERID
1081309,293,Baseline Water Resource Inc.,Baseline Water Resource Inc.,Baseline Water Resource Inc.,2011-10-20T10:38:47.710Z,CONVERSION
1081311,1719,Baseline Water Resource Inc.,Baseline Water Resource Inc.,Baseline Water Resource Inc.,2011-10-20T10:38:47.710Z,CONVERSION
1081313,1813,Baseline Water Resource Inc.,Baseline Water Resource Inc.,Baseline Water Resource Inc.,2011-10-20T10:38:47.710Z,CONVERSION
1081315,1720,Baseline Water Resource Inc.,Baseline Water Resource Inc.,Baseline Water Resource Inc.,2011-10-20T10:38:47.710Z,CONVERSION
1081317,2246,Baseline Water Resource Inc.,Baseline Water Resource Inc.,Baseline Water Resource Inc.,2011-10-20T10:38:47.710Z,CONVERSION
1081319,193,Baseline Water Resource Inc.,Baseline Water Resource Inc.,Baseline Water Resource Inc.,2011-10-20T10:38:47.710Z,CONVERSION
1081321,537,Baseline Water Resource Inc.,Baseline Water Resource Inc.,Baseline Water Resource Inc.,2011-10-20T10:38:47.710Z,CONVERSION
1081323,2247,Baseline Water Resource Inc.,Baseline Water Resource Inc.,Baseline Water Resource Inc.,2011-10-20T10:38:47.710Z,CONVERSION
1081325,1191,null,Matrix Solutions Inc.,Matrix Solutions Inc.,2011-10-20T10:38:47.710Z,CONVERSION
1081327,1814,null,Matrix Solutions Inc.,Matrix Solutions Inc.,2011-10-20T10:38:47.710Z,CONVERSION
1081329,1528,null,Matrix Solutions Inc.,Matrix Solutions Inc.,2011-10-20T10:38:47.710Z,CONVERSION
1081331,4203,null,Matrix Solutions Inc.,Matrix Solutions Inc.,2011-10-20T10:38:47.710Z,CONVERSION
1081333,2298,null,Matrix Solutions Inc.,Matrix Solutions Inc.,2011-10-20T10:38:47.710Z,CONVERSION
1081335,34,null,Matrix Solutions Inc.,Matrix Solutions Inc.,2011-10-20T10:38:47.710Z,CONVERSION
1081337,1084,Baseline Water Resource Inc.,Baseline Water Resource Inc.,Baseline Water Resource Inc.,2011-10-20T10:38:47.710Z,CONVERSION
1081339,490,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081343,688,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081345,4204,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081347,1529,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081349,242,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081351,637,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081353,1815,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081355,243,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081357,2299,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081359,294,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081361,1772,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081363,638,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081365,1721,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081367,295,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081369,491,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081371,2300,null,Thomson Hydrogeologic Ltd.,Signum Consulting Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081373,639,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081375,689,null,Thomson Hydrogeologic Ltd.,Signum Consulting Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081377,4205,null,Waterline Resources Inc.,Waterline Resources Inc.,2011-10-20T10:38:47.710Z,CONVERSION
1081379,1530,Baseline Water Resource Inc.,Baseline Water Resource Inc.,Baseline Water Resource Inc.,2011-10-20T10:38:47.710Z,CONVERSION
1081381,939,Baseline Water Resource Inc.,Baseline Water Resource Inc.,Baseline Water Resource Inc.,2011-10-20T10:38:47.710Z,CONVERSION
1081383,690,Baseline Water Resource Inc.,Baseline Water Resource Inc.,Baseline Water Resource Inc.,2011-10-20T10:38:47.710Z,CONVERSION
1081385,244,null,Waterline Resources Inc.,Waterline Resources Inc.,2011-10-20T10:38:47.710Z,CONVERSION
1081387,1917,Baseline Water Resource Inc.,Baseline Water Resource Inc.,Baseline Water Resource Inc.,2011-10-20T10:38:47.710Z,CONVERSION
1081389,1918,Baseline Water Resource Inc.,Baseline Water Resource Inc.,Baseline Water Resource Inc.,2011-10-20T10:38:47.710Z,CONVERSION
1081391,1724,M & M Drilling Co. Ltd.,WorleyParsons Komex,WorleyParsons Komex,2011-10-20T10:38:47.710Z,CONVERSION
1081393,1536,M & M Drilling Co. Ltd.,WorleyParsons Komex,WorleyParsons Komex,2011-10-20T10:38:47.710Z,CONVERSION
1081395,1670,M & M Drilling Co. Ltd.,WorleyParsons Komex,WorleyParsons Komex,2011-10-20T10:38:47.710Z,CONVERSION
1081397,2304,M & M Drilling Co. Ltd.,WorleyParsons Komex,WorleyParsons Komex,2011-10-20T10:38:47.710Z,CONVERSION
1081399,1924,M & M Drilling Co. Ltd.,WorleyParsons Komex,WorleyParsons Komex,2011-10-20T10:38:47.710Z,CONVERSION
1081401,1725,M & M Drilling Co. Ltd.,WorleyParsons Komex,WorleyParsons Komex,2011-10-20T10:38:47.710Z,CONVERSION
1081403,2252,M & M Drilling Co. Ltd.,WorleyParsons Komex,WorleyParsons Komex,2011-10-20T10:38:47.710Z,CONVERSION
1081405,247,M & M Drilling Co. Ltd.,WorleyParsons Komex,WorleyParsons Komex,2011-10-20T10:38:47.710Z,CONVERSION
1081407,248,M & M Drilling Co. Ltd.,WorleyParsons Komex,WorleyParsons Komex,2011-10-20T10:38:47.710Z,CONVERSION
1081409,4208,M & M Drilling Co. Ltd.,WorleyParsons Komex,WorleyParsons Komex,2011-10-20T10:38:47.710Z,CONVERSION
1081411,1089,M & M Drilling Co. Ltd.,WorleyParsons Komex,WorleyParsons Komex,2011-10-20T10:38:47.710Z,CONVERSION
1081413,4209,M & M Drilling Co. Ltd.,WorleyParsons Komex,WorleyParsons Komex,2011-10-20T10:38:47.710Z,CONVERSION
1081415,505,null,Thomson Hydrogeologic Ltd.,Signum Consulting Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081417,2316,null,Thomson Hydrogeologic Ltd.,Signum Consulting Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081419,410,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081421,114,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081423,368,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081425,855,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081427,555,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081429,762,null,Thomson Hydrogeologic Ltd.,Signum Consulting Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081431,68,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081433,161,null,Thomson Hydrogeologic Ltd.,Signum Consulting Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081435,763,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081437,2218,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081439,764,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081441,115,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081443,12,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081445,856,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081447,162,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081449,2271,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081451,320,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081453,264,null,Thomson Hydrogeologic Ltd.,Signum Consulting Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081455,2272,null,Thomson Hydrogeologic Ltd.,Signum Consulting Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081457,411,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081459,765,null,Thomson Hydrogeologic Ltd.,Signum Consulting Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081461,2381,null,Thomson Hydrogeologic Ltd.,Signum Consulting Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081463,713,null,Thomson Hydrogeologic Ltd.,Signum Consulting Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081465,999,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081467,556,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081469,805,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081471,369,null,Thomson Hydrogeologic Ltd.,Signum Consulting Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081473,2382,Baseline Water Resource Inc.,Baseline Water Resource Inc.,Baseline Water Resource Inc.,2011-10-20T10:38:47.710Z,CONVERSION
1081475,557,Baseline Water Resource Inc.,Baseline Water Resource Inc.,Baseline Water Resource Inc.,2011-10-20T10:38:47.710Z,CONVERSION
1081477,2273,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081479,558,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081481,370,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081483,652,null,Thomson Hydrogeologic Ltd.,Signum Consulting Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081485,653,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081487,13,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081489,69,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081491,412,Baseline Water Resource Inc.,Baseline Water Resource Inc.,Baseline Water Resource Inc.,2011-10-20T10:38:47.710Z,CONVERSION
1081493,654,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081495,506,null,Thomson Hydrogeologic Ltd.,Signum Consulting Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081497,559,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081499,2219,null,Thomson Hydrogeologic Ltd.,Signum Consulting Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081501,163,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081503,1000,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081505,2383,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081507,1001,null,Thomson Hydrogeologic Ltd.,Signum Consulting Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081509,606,null,Thomson Hydrogeologic Ltd.,Signum Consulting Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081511,806,Baseline Water Resource Inc.,Baseline Water Resource Inc.,Baseline Water Resource Inc.,2011-10-20T10:38:47.710Z,CONVERSION
1081513,607,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081515,2317,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081517,507,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081519,1002,null,Thomson Hydrogeologic Ltd.,Signum Consulting Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081521,265,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081523,371,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081525,1003,null,Thomson Hydrogeologic Ltd.,Signum Consulting Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081527,372,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081529,857,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081531,450,null,Waterline Resources Inc.,Waterline Resources Inc.,2011-10-20T10:38:47.710Z,CONVERSION
1081533,70,null,Thomson Hydrogeologic Ltd.,Signum Consulting Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081535,413,null,Thomson Hydrogeologic Ltd.,Signum Consulting Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081537,2220,null,Thomson Hydrogeologic Ltd.,Signum Consulting Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081539,2274,null,Waterline Resources Inc.,Waterline Resources Inc.,2011-10-20T10:38:47.710Z,CONVERSION
1081541,2318,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081543,321,null,Thomson Hydrogeologic Ltd.,Signum Consulting Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081545,560,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081547,373,null,Thomson Hydrogeologic Ltd.,Signum Consulting Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081549,71,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081551,858,null,Thomson Hydrogeologic Ltd.,Signum Consulting Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081553,451,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081555,452,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081557,322,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081559,2319,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081561,72,null,Thomson Hydrogeologic Ltd.,Signum Consulting Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081563,374,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081565,714,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081567,859,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081569,807,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081571,116,Baseline Water Resource Inc.,Baseline Water Resource Inc.,Baseline Water Resource Inc.,2011-10-20T10:38:47.710Z,CONVERSION
1081573,904,null,Waterline Resources Inc.,Waterline Resources Inc.,2011-10-20T10:38:47.710Z,CONVERSION
1081575,1004,Baseline Water Resource Inc.,Baseline Water Resource Inc.,Baseline Water Resource Inc.,2011-10-20T10:38:47.710Z,CONVERSION
1081577,14,Baseline Water Resource Inc.,Baseline Water Resource Inc.,Baseline Water Resource Inc.,2011-10-20T10:38:47.710Z,CONVERSION
1081579,905,Baseline Water Resource Inc.,Baseline Water Resource Inc.,Baseline Water Resource Inc.,2011-10-20T10:38:47.710Z,CONVERSION
1081581,655,Baseline Water Resource Inc.,Baseline Water Resource Inc.,Baseline Water Resource Inc.,2011-10-20T10:38:47.710Z,CONVERSION
1081583,808,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081585,715,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081587,117,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081589,906,Baseline Water Resource Inc.,Baseline Water Resource Inc.,Baseline Water Resource Inc.,2011-10-20T10:38:47.710Z,CONVERSION
1081591,809,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081593,561,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081595,164,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081597,810,null,Thomson Hydrogeologic Ltd.,Signum Consulting Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081599,266,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081601,414,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081603,766,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081605,2221,Baseline Water Resource Inc.,Baseline Water Resource Inc.,Baseline Water Resource Inc.,2011-10-20T10:38:47.710Z,CONVERSION
1081607,118,null,Thomson Hydrogeologic Ltd.,Signum Consulting Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081609,508,null,Thomson Hydrogeologic Ltd.,Signum Consulting Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081611,73,null,Thomson Hydrogeologic Ltd.,Signum Consulting Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081613,121,M & M Drilling Co. Ltd.,WorleyParsons Komex,WorleyParsons Komex,2011-10-20T10:38:47.710Z,CONVERSION
1081615,911,M & M Drilling Co. Ltd.,WorleyParsons Komex,WorleyParsons Komex,2011-10-20T10:38:47.710Z,CONVERSION
1081617,2320,M & M Drilling Co. Ltd.,WorleyParsons Komex,WorleyParsons Komex,2011-10-20T10:38:47.710Z,CONVERSION
1081619,213,M & M Drilling Co. Ltd.,WorleyParsons Komex,WorleyParsons Komex,2011-10-20T10:38:47.710Z,CONVERSION
1081621,2386,M & M Drilling Co. Ltd.,WorleyParsons Komex,WorleyParsons Komex,2011-10-20T10:38:47.710Z,CONVERSION
1081623,453,M & M Drilling Co. Ltd.,WorleyParsons Komex,WorleyParsons Komex,2011-10-20T10:38:47.710Z,CONVERSION
1081625,2321,M & M Drilling Co. Ltd.,WorleyParsons Komex,WorleyParsons Komex,2011-10-20T10:38:47.710Z,CONVERSION
1081627,771,M & M Drilling Co. Ltd.,WorleyParsons Komex,WorleyParsons Komex,2011-10-20T10:38:47.710Z,CONVERSION
1081629,122,M & M Drilling Co. Ltd.,WorleyParsons Komex,WorleyParsons Komex,2011-10-20T10:38:47.710Z,CONVERSION
1081631,513,M & M Drilling Co. Ltd.,WorleyParsons Komex,WorleyParsons Komex,2011-10-20T10:38:47.710Z,CONVERSION
1081633,514,M & M Drilling Co. Ltd.,WorleyParsons Komex,WorleyParsons Komex,2011-10-20T10:38:47.710Z,CONVERSION
1081635,306,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081637,398,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081639,2265,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081641,547,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081643,598,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081645,101,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081647,57,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081649,399,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081651,2311,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081653,102,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081655,58,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081657,698,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081659,59,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081661,498,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081663,794,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081665,599,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081667,894,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081669,400,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081671,357,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081673,795,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081675,201,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081677,103,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081679,841,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081681,358,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081683,750,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081685,499,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081687,600,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081689,307,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081691,699,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081693,152,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081695,751,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081697,359,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081699,60,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081701,104,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081703,61,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081705,360,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081707,2266,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081709,2312,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081711,401,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081713,2369,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081715,796,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081717,361,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081719,797,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
1081721,842,null,Thomson Hydrogeologic Ltd.,Thomson Hydrogeologic Ltd.,2011-10-20T10:38:47.710Z,CONVERSION
